restaurant_id,nombre,ciudad,vertical,rating_actual,rating_prom_30d,delta_rating,tasa_cancelacion_pct,tiempo_entrega_avg_min,ordenes_7d,ordenes_7d_anterior,var_ordenes_pct,quejas_7d,nps_score,valor_ticket_prom_mxn,kam_asignado,activo_desde,semaforo_riesgo,rating_score,cancel_score,delivery_score,orders_score,complaints_score,nps_risk_score,drop_rating_flag,high_cancel_flag,delivery_delay_flag,order_drop_flag,complaint_spike_flag,low_nps_flag,risk_score,risk_level,risk_drivers,recommended_action,urgency
R0169,Burritos El Rey,Monterrey,Comida,4.6,4.6,-0.02,6.3,30,82,73,12.6,1,73,435.79,Carlos Mendoza,2026-05-27,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0170,Carnitas Gourmet,Guadalajara,Comida,4.3,4.1,0.17,5.4,38,240,218,9.9,4,77,379.58,Diego Vargas,2026-02-19,🟢 ESTABLE,0,10,8,0,5,0,0,1,1,0,1,0,23,Stable,"High cancellation rate, Delivery delays, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0171,Los Tacos de El Portal,Cali,Comida,3.4,3.7,-0.29,12.9,38,53,62,-14.4,7,46,182.15,Fernando Castro,2024-12-08,🟡 EN RIESGO,10,20,8,10,10,5,1,1,1,1,1,1,63,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0172,Burritos Premium,Querétaro,Bebidas,4.8,4.5,0.27,9.4,23,364,367,-0.8,2,69,243.61,Roberto Sánchez,2026-08-21,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0173,Taquería El Rápido,CDMX,Farmacia,5.0,4.7,0.29,5.5,33,289,258,12.1,3,87,465.56,Roberto Sánchez,2025-02-06,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0174,La Cocina de El Torito 5,CDMX,Comida,4.3,4.2,0.08,7.7,33,361,335,7.8,4,68,271.08,Isabella Moreno,2026-03-22,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0175,La Fonda de Fusión 3,Tijuana,Comida,3.4,3.7,-0.31,20.5,36,87,104,-16.1,18,56,133.92,Carlos Mendoza,2025-06-29,🔴 CRÍTICO,10,20,8,10,10,0,1,1,1,1,1,0,58,At Risk,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Soon
R0176,Sushi Del Barrio 5,Bogotá,Farmacia,3.5,3.7,-0.21,17.2,40,71,75,-5.3,9,39,211.64,Isabella Moreno,2024-09-12,🟡 EN RIESGO,10,20,8,0,10,5,1,1,1,0,1,1,53,At Risk,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Soon
R0177,La Cocina de El Torito,Guadalajara,Bebidas,1.8,2.2,-0.38,25.5,75,20,26,-24.4,36,12,128.95,Fernando Castro,2026-09-17,🔴 CRÍTICO,10,20,15,10,10,10,1,1,1,1,1,1,75,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0178,El Asadero La Familia 8,Medellín,Bebidas,4.6,4.3,0.27,4.3,33,247,226,9.5,5,67,428.52,Roberto Sánchez,2026-09-22,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0179,Parrilla El Rey,Santiago,Comida,4.4,4.4,-0.02,3.4,27,252,232,8.7,1,83,469.82,Diego Vargas,2024-06-08,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0180,Cevichería Don Chuy,CDMX,Comida,4.9,4.8,0.08,1.0,31,183,153,19.9,1,93,401.0,María López,2025-09-13,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0181,El Rincón La Familia,CDMX,Farmacia,4.8,4.8,-0.03,4.6,27,438,385,13.9,3,85,211.01,Carlos Mendoza,2024-03-03,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0182,Tortas La Esquina 9,Bogotá,Comida,4.8,4.6,0.23,9.9,31,435,443,-1.7,0,72,310.24,Carlos Mendoza,2024-09-28,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0183,Los Tacos de Artesanal,Lima,Farmacia,5.0,4.7,0.25,6.8,22,115,106,8.3,0,84,401.01,Roberto Sánchez,2026-02-18,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0184,Burritos El Portal,Bogotá,Comida,3.5,3.9,-0.37,11.2,59,45,51,-11.2,11,41,274.12,Diego Vargas,2024-12-12,🟡 EN RIESGO,10,20,15,10,10,5,1,1,1,1,1,1,70,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0185,El Asadero Casero,Bogotá,Mercado,3.5,3.7,-0.19,19.3,57,33,36,-7.3,15,58,168.26,Isabella Moreno,2026-07-26,🟡 EN RIESGO,0,20,15,0,10,0,0,1,1,0,1,0,45,At Risk,"High cancellation rate, Delivery delays, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0186,El Mercado de La Abuela,Puebla,Comida,3.7,3.8,-0.12,12.9,47,44,53,-16.4,15,49,131.36,Ana Torres,2026-03-10,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0187,El Mercado de La Plaza,Lima,Comida,4.5,4.5,-0.03,5.2,20,88,80,9.7,0,73,253.35,Ana Torres,2026-05-25,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0188,El Fogón Fusión,Puebla,Mercado,4.6,4.4,0.16,5.8,22,222,229,-2.9,0,81,493.11,María López,2026-03-04,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0189,Burritos Casero 2,Lima,Bebidas,4.8,4.8,-0.05,6.5,19,238,213,11.7,5,88,239.72,Ana Torres,2024-12-07,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0190,Mariscos 100% Natural,CDMX,Comida,4.9,4.7,0.19,2.5,22,217,192,13.3,0,89,485.97,Diego Vargas,2026-07-28,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0191,El Rincón La Plaza,Medellín,Comida,3.4,3.6,-0.22,10.7,53,51,60,-14.5,9,54,136.46,Fernando Castro,2024-10-23,🟡 EN RIESGO,10,20,15,10,10,0,1,1,1,1,1,0,65,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0192,Tortas El Centro 9,Bogotá,Comida,4.8,4.8,-0.03,9.6,19,363,315,15.1,5,88,402.94,Juan Pérez,2025-12-20,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0193,Café El Torito,Bogotá,Bebidas,3.3,3.7,-0.36,18.1,36,52,62,-16.7,13,31,272.65,Carlos Mendoza,2026-10-09,🔴 CRÍTICO,10,20,8,10,10,5,1,1,1,1,1,1,63,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0194,Parrilla Clásico 2,Lima,Mercado,4.5,4.3,0.21,7.7,25,317,304,4.2,3,89,443.8,Isabella Moreno,2025-07-16,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0195,Burritos Don Chuy,Guadalajara,Comida,4.5,4.3,0.24,8.9,28,80,70,14.0,3,92,430.95,Sofía Ramírez,2024-09-29,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0196,Burritos El Rápido,Bogotá,Comida,2.7,3.5,-0.81,26.2,57,19,24,-20.8,31,13,150.08,Diego Vargas,2026-09-25,🔴 CRÍTICO,25,20,15,10,10,10,1,1,1,1,1,1,90,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0197,El Fogón Artesanal,CDMX,Comida,3.3,3.5,-0.19,10.7,56,46,55,-16.4,9,57,170.4,Paula Herrera,2025-12-29,🟡 EN RIESGO,0,20,15,10,10,0,0,1,1,1,1,0,55,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0198,El Asadero Del Barrio 4,Lima,Comida,3.4,3.7,-0.35,12.0,49,70,81,-13.9,13,41,274.34,Juan Pérez,2026-09-12,🟡 EN RIESGO,10,20,8,10,10,5,1,1,1,1,1,1,63,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0199,El Rincón Express,Lima,Comida,4.7,4.7,0.02,7.3,37,100,100,0.4,2,69,211.01,Juan Pérez,2026-02-27,🟢 ESTABLE,0,10,8,0,0,0,0,1,1,0,0,0,18,Stable,"High cancellation rate, Delivery delays","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0200,Los Tacos de El Torito,Buenos Aires,Comida,3.2,3.3,-0.07,20.3,52,100,119,-16.3,12,33,248.62,María López,2024-11-04,🟡 EN RIESGO,0,20,15,10,10,5,0,1,1,1,1,1,60,Critical,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Immediate
